,Expt Date,20231207,20231207,20231207,20231207,20231207,20231207,20231207,20231207,20231207,20231207,20231207
,CNOT7AAA,0,0,0,1.00E-07,1.00E-07,2.00E-07,2.00E-07,3.00E-07,3.00E-07,5.00E-07,5.00E-07
,CAPRIN1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
,RNA,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07,2.50E-07
,DNA,0.00E+00,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07
,Time Array,9,9,9,9,9,9,9,9,9,9,9
1,DD,14993,1876,2130,2073,2182,2198,2307,2292,2267,2291,2265
1,DA,1498,1111,1118,1089,1114,1106,1109,1098,1078,1094,1067
1,AA,2,4143,3709,3680,3629,3552,3488,3464,3377,3353,3284
2,DD,16322,1821,2079,1802,1942,2403,2399,2457,2360,2356,2193
2,DA,1644,1057,1078,935,979,1156,1129,1126,1081,1070,1036
2,AA,3,4061,3568,3191,3084,3605,3467,3480,3262,3275,3114
3,DD,16615,1796,2020,2021,2193,2479,2213,2844,3648,4561,3296
3,DA,1663,1063,1018,1053,1043,1163,1032,1184,1325,1427,1242
3,AA,2,4007,3350,3431,3218,3722,3207,3742,4281,4855,4084
4,DD,17113,1927,1975,2105,2122,2287,2134,2331,2343,2395,2235
4,DA,1715,1079,1033,1067,1021,1080,1015,1075,1044,1069,998
4,AA,1,3954,3290,3481,3234,3252,3146,3169,3145,3128,2925
5,DD,16792,1937,2319,2844,2345,2866,4158,4157,4010,3804,2661
5,DA,1660,1074,1071,1274,1118,1220,1380,1385,1344,1324,1126
5,AA,3,3834,3511,4216,3609,3928,4779,4778,4624,4540,3654
6,DD,17445,1927,3187,2621,2542,4123,2646,3587,2300,2731,2901
6,DA,1758,1068,1282,1172,1171,1395,1141,1317,1038,1146,1162
6,AA,2,3923,4326,4009,3791,4790,3687,4490,3090,3742,3841
7,DD,17687,1930,3096,4485,3682,4286,3291,2963,2614,3060,3303
7,DA,1758,1057,1299,1451,1335,1433,1275,1222,1154,1213,1262
7,AA,4,3719,4322,5024,4534,4932,4288,4101,3649,3997,4083
8,DD,17915,1993,2220,2517,3490,2415,2619,2495,3039,2554,2390
8,DA,1809,1101,1121,1184,1319,1149,1146,1131,1212,1076,1020
8,AA,2,3901,3703,4096,4223,3724,3792,3473,4112,3587,3157
9,DD,17940,1981,2512,2289,2324,2633,2390,2597,2482,2496,2453
9,DA,1799,1098,1177,1152,1126,1173,1115,1153,1138,1075,1087
9,AA,2,3731,4147,3845,3631,3961,3533,3698,3671,3357,3439
10,DD,18027,2040,2256,2410,3384,3099,2690,2522,2305,2568,2470
10,DA,1796,1101,1132,1165,1327,1278,1164,1124,1068,1126,1057
10,AA,3,3865,3960,3953,4252,4203,3734,3628,3304,3606,3422
11,DD,17785,2038,2030,2139,2207,2618,2312,2613,2322,2588,2542
11,DA,1794,1102,1086,1065,1113,1158,1074,1157,1085,1112,1090
11,AA,3,3978,3671,3444,3688,3873,3578,3718,3517,3591,3586
12,DD,17728,2547,2353,2326,2318,3216,3016,3125,2693,2926,2566
12,DA,1787,1224,1156,1147,1109,1280,1221,1266,1153,1194,1071
12,AA,1,4458,4033,3966,3704,4131,4037,4058,3813,3821,3459
13,DD,17931,2340,2793,2711,2951,3481,3253,3188,2756,2858,2602
13,DA,1791,1205,1233,1223,1243,1324,1259,1282,1171,1158,1113
13,AA,3,4439,4324,4174,4075,4225,4104,4097,3805,3789,3548
14,DD,18739,2959,2552,3435,3073,3791,3795,3626,3145,3801,3594
14,DA,1875,1272,1183,1340,1268,1394,1346,1338,1254,1337,1294
14,AA,2,4550,4123,4691,4407,4640,4463,4335,4158,4348,4231
15,DD,18852,2725,3171,3981,3732,3888,3707,3835,3890,3669,3432
15,DA,1886,1325,1355,1421,1370,1380,1374,1406,1420,1318,1331
15,AA,3,5111,4798,4896,4775,4467,4430,4527,4505,4277,4173
16,DD,19115,3525,3549,4275,4496,4713,4659,4454,4280,4252,4388
16,DA,1932,1417,1295,1437,1471,1505,1489,1448,1434,1455,1455
16,AA,2,5149,4455,4639,4813,4781,4737,4532,4363,4647,4589
