,Time,FRET,Error,Enzyme,Replicate,RNA
101,2368.069053,0.120565821,0,2.00E-06,1,1.00E-07
102,2368.069053,0.160902603,0,2.00E-06,1,1.00E-07
103,2368.069053,0.112814527,0,2.00E-06,1,1.00E-07
104,2368.069053,0.063501313,0,2.00E-06,1,1.00E-07
105,2550.228211,0.11565506,0,2.00E-06,1,1.00E-07
106,2550.228211,0.136928349,0,2.00E-06,1,1.00E-07
107,2550.228211,0.113997442,0,2.00E-06,1,1.00E-07
108,2550.228211,0.051804112,0,2.00E-06,1,1.00E-07
109,2732.387368,0.113493762,0,2.00E-06,1,1.00E-07
110,2732.387368,0.134877214,0,2.00E-06,1,1.00E-07
111,2732.387368,0.110287533,0,2.00E-06,1,1.00E-07
112,2732.387368,0.038217177,0,2.00E-06,1,1.00E-07
113,0,0.920813886,0,3.00E-06,1,1.00E-07
114,0,0.851093126,0,3.00E-06,1,1.00E-07
115,0,0.844275982,0,3.00E-06,1,1.00E-07
116,0,0.813644671,0,3.00E-06,1,1.00E-07
117,182.1591579,0.748903048,0,3.00E-06,1,1.00E-07
118,182.1591579,0.689278753,0,3.00E-06,1,1.00E-07
119,182.1591579,0.674219759,0,3.00E-06,1,1.00E-07
120,182.1591579,0.59881252,0,3.00E-06,1,1.00E-07
121,364.3183158,0.550997265,0,3.00E-06,1,1.00E-07
122,364.3183158,0.452528944,0,3.00E-06,1,1.00E-07
123,364.3183158,0.458927465,0,3.00E-06,1,1.00E-07
124,364.3183158,0.492730506,0,3.00E-06,1,1.00E-07
125,546.4774737,0.297768908,0,3.00E-06,1,1.00E-07
126,546.4774737,0.267726419,0,3.00E-06,1,1.00E-07
127,546.4774737,0.34922383,0,3.00E-06,1,1.00E-07
128,546.4774737,0.311288594,0,3.00E-06,1,1.00E-07
129,728.6366316,0.165126251,0,3.00E-06,1,1.00E-07
130,728.6366316,0.164596669,0,3.00E-06,1,1.00E-07
131,728.6366316,0.188594793,0,3.00E-06,1,1.00E-07
132,728.6366316,0.19405979,0,3.00E-06,1,1.00E-07
133,910.7957895,0.114521983,0,3.00E-06,1,1.00E-07
134,910.7957895,0.103096231,0,3.00E-06,1,1.00E-07
135,910.7957895,0.123480733,0,3.00E-06,1,1.00E-07
136,910.7957895,0.120377486,0,3.00E-06,1,1.00E-07
137,1092.954947,0.094936753,0,3.00E-06,1,1.00E-07
138,1092.954947,0.074354784,0,3.00E-06,1,1.00E-07
139,1092.954947,0.078156929,0,3.00E-06,1,1.00E-07
140,1092.954947,0.072708206,0,3.00E-06,1,1.00E-07
141,1275.114105,0.073265418,0,3.00E-06,1,1.00E-07
142,1275.114105,0.072601474,0,3.00E-06,1,1.00E-07
143,1275.114105,0.04842891,0,3.00E-06,1,1.00E-07
144,1275.114105,0.056806369,0,3.00E-06,1,1.00E-07
145,1457.273263,0.081218284,0,3.00E-06,1,1.00E-07
146,1457.273263,0.065434852,0,3.00E-06,1,1.00E-07
147,1457.273263,0.052293538,0,3.00E-06,1,1.00E-07
148,1457.273263,0.06515354,0,3.00E-06,1,1.00E-07
149,1639.432421,0.086003407,0,3.00E-06,1,1.00E-07
150,1639.432421,0.071819344,0,3.00E-06,1,1.00E-07
151,1639.432421,0.041032167,0,3.00E-06,1,1.00E-07
152,1639.432421,0.056567778,0,3.00E-06,1,1.00E-07
153,1821.591579,0.075350882,0,3.00E-06,1,1.00E-07
154,1821.591579,0.086616394,0,3.00E-06,1,1.00E-07
155,1821.591579,0.057272007,0,3.00E-06,1,1.00E-07
156,1821.591579,0.070642275,0,3.00E-06,1,1.00E-07
157,2003.750737,0.088262912,0,3.00E-06,1,1.00E-07
158,2003.750737,0.067393078,0,3.00E-06,1,1.00E-07
159,2003.750737,0.057353646,0,3.00E-06,1,1.00E-07
160,2003.750737,0.072364053,0,3.00E-06,1,1.00E-07
161,2185.909895,0.101238293,0,3.00E-06,1,1.00E-07
162,2185.909895,0.068328227,0,3.00E-06,1,1.00E-07
163,2185.909895,0.05891319,0,3.00E-06,1,1.00E-07
164,2185.909895,0.061527854,0,3.00E-06,1,1.00E-07
165,2368.069053,0.076584969,0,3.00E-06,1,1.00E-07
166,2368.069053,0.072830408,0,3.00E-06,1,1.00E-07
167,2368.069053,0.053391968,0,3.00E-06,1,1.00E-07
168,2368.069053,0.046696747,0,3.00E-06,1,1.00E-07
169,2550.228211,0.068403177,0,3.00E-06,1,1.00E-07
170,2550.228211,0.055417177,0,3.00E-06,1,1.00E-07
171,2550.228211,0.050969758,0,3.00E-06,1,1.00E-07
172,2550.228211,0.036128446,0,3.00E-06,1,1.00E-07
173,2732.387368,0.075243778,0,3.00E-06,1,1.00E-07
174,2732.387368,0.051343538,0,3.00E-06,1,1.00E-07
175,2732.387368,0.033997453,0,3.00E-06,1,1.00E-07
176,2732.387368,0.672486349,0,3.00E-06,1,1.00E-07
177,0,0.836723574,0,5.00E-06,1,1.00E-07
178,0,0.748977447,0,5.00E-06,1,1.00E-07
179,0,0.855085143,0,5.00E-06,1,1.00E-07
180,0,0.866753401,0,5.00E-06,1,1.00E-07
