,Expt Date,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920
,CNOT7X,0,0,2.00E-06,2.00E-06,3.00E-06,3.00E-06,5.00E-06,5.00E-06,7.00E-06,7.00E-06,1.00E-05,1.00E-05
,CAPRIN1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
,RNA,0.0000001,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
,DNA,0.0000005,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07
,Time Array,1,1,2,2,2,2,2,2,1,1,1,1
1,DD,694,637,906,814,836,907,885,958,533,550,636,565
1,DA,525,494,841,869,697,720,729,685,409,401,466,423
1,AA,2900,2512,4813,4947,3780,3705,3944,3565,2144,2021,2319,2077
2,DD,599,555,995,955,1099,1179,1274,1284,650,645,690,692
2,DA,588,516,839,868,821,869,931,852,547,518,536,464
2,AA,3452,2944,4900,4731,4467,4909,5221,4673,3095,2849,2956,2470
3,DD,633,539,1066,1207,1555,1451,1778,1610,898,873,1061,1052
3,DA,558,546,1103,877,930,842,922,877,566,489,543,532
3,AA,3247,3080,6652,4840,5224,4666,4909,4713,3079,2560,2864,2788
4,DD,643,561,1588,1552,2031,2251,2506,2892,1331,1317,1665,1536
4,DA,555,538,1035,835,988,887,981,993,617,521,582,579
4,AA,2963,2947,5823,4550,5272,4534,5222,4876,3315,2453,2814,2876
5,DD,651,533,1797,2045,3323,3083,3918,4108,1847,1415,2333,2179
5,DA,561,508,1001,896,1078,1011,1108,1074,652,560,720,685
5,AA,3120,2945,5373,4667,5063,4948,5103,4592,3151,3032,3495,3304
6,DD,654,578,2750,2655,3890,3870,4523,4922,2333,2282,2852,2661
6,DA,562,531,1068,954,1126,1158,1157,1136,657,687,735,670
6,AA,3056,2949,5349,4691,5373,5492,5133,4872,3114,3267,3345,2968
7,DD,662,587,1613,3540,4809,4533,4723,5556,2839,2570,3272,3190
7,DA,581,520,1042,1054,1184,1207,1188,1207,730,717,768,719
7,AA,3217,2852,4860,4878,5223,5631,5314,4924,3363,3180,3207,2952
8,DD,616,590,3860,3906,5234,5012,5672,5643,2978,2994,3343,3301
8,DA,517,511,1200,1135,1315,1253,1323,1224,774,764,771,725
8,AA,2874,2905,5974,5283,5860,5561,5674,5007,3672,3321,3223,3003
9,DD,636,541,3992,4470,5281,4950,5456,5344,3231,3304,3458,3193
9,DA,554,522,1383,1165,1294,1197,1256,1249,794,789,799,769
9,AA,3099,2965,7194,5431,5643,5237,5337,5364,3507,3352,3480,3340
10,DD,529,526,4861,4563,5444,4871,5469,4775,3125,3195,3362,3226
10,DA,546,502,1255,1113,1273,1226,1230,1166,750,689,746,695
10,AA,3064,2865,5516,4820,5590,5603,5084,5189,3342,2770,3195,2819
11,DD,611,537,1747,4934,5101,4775,4681,5016,3133,3120,3491,3120
11,DA,552,504,1225,1146,1239,1202,1162,1196,776,715,806,726
11,AA,3090,2840,5355,4869,5504,5358,5165,5170,3480,3016,3385,3166
12,DD,609,583,5184,4922,5259,4970,4990,4954,3169,3059,3291,3212
12,DA,580,545,1316,1170,1183,1217,1217,1217,774,759,773,702
12,AA,3276,3145,5924,5101,5096,5184,5281,5525,3454,3423,3314,2837
13,DD,617,544,1882,4811,5096,4825,4688,4976,3135,2944,3254,3118
13,DA,579,535,370,1220,1269,1206,1122,1206,765,738,779,722
13,AA,3217,3058,5101,5513,5613,5476,4910,5378,3331,3337,3340,3204
14,DD,590,615,5277,4953,5333,5127,5101,5160,3197,3056,3284,3195
14,DA,551,554,1260,1200,1271,1236,1287,1222,797,768,802,760
14,AA,3180,3204,5690,5315,5469,5543,5793,5392,3609,3411,3483,3376
15,DD,659,659,5412,5201,5412,5174,5388,4794,3440,3211,3372,3322
15,DA,590,590,1322,1284,1238,1284,1218,1192,791,796,828,781
15,AA,3197,3197,5903,5777,5291,5912,5111,5580,3352,3581,3638,3483
16,DD,743,743,5400,5209,5716,755,5284,5139,3351,3141,3396,3475
16,DA,579,579,1366,1323,1222,368,1287,1303,774,732,803,813
16,AA,3296,3296,6151,5977,5234,2865,5603,5925,3192,3044,3568,3554
