k1,km1
119.46540124373709,99.64331548025713
105.42934703911307,87.7187029794381
118.95543696645969,99.52300658020633
2.502927156060576,2.36275178709376
115.67767504323707,96.7891824880499
295.6265348504974,264.2921652934376
1.9576829110421854,1.453435879628692
30.93697678805297,22.715653475505754
97.9838475033728,81.50826299848492
34.414912664953754,29.408655038628194
93.16098812309345,77.66246221667548
160.27180273082715,135.0027180287507
291.84965604855904,244.19961608045938
165.53009721236143,138.27184173785076
1.150667263210944,1.1634882631459753
2.0097412322337074,1.2085188803003004
145.8947778125107,122.23451545234647
187.36919301516957,156.8345861350601
178.7657964774629,149.56279641042684
24.7016218683604,16.69986675218276
0.7990658215254127,0.3887732589416508
1.4166114147947684,0.8490210574307209
25.76284911309122,17.567030446816354
0.34616969187847,0.07469037847003213
0.9347723903434799,1.0669777570151622
1.7388678638915023,1.1169614576899183
87.49237191081708,73.0684320951079
114.04749561065587,95.92453439076671
165.32274459886418,138.36671900741152
12.98477188773538,9.944102468330717
111.28011068621338,93.45929189383108
93.70061575981723,78.45086262899434
112.91046111257538,94.51482702647554
0.005303625451896776,0.0018689069720168039
5.528187489923943,4.857404866022735
1.2232567530177012,0.6221860521768692
81.83251088731069,68.3533924341789
107.33905812202934,89.66228532618426
2.061998798761288,1.1637491637914503
17.075950688883058,22.627153380309363
35.342302710761295,21.26210798318869
2.0041314397349237,2.8036953451432804
0.020078567593030172,0.005974131164028451
37.84137123144201,33.3829550954291
0.286398554962908,0.10758235421863471
16.81358415750311,12.457376552051198
1.6549535944725418,0.8894852317458033
6.046006923351035,4.673366821477071
146.00419594657288,121.54200307951679
167.71870960023165,140.53008501332883
2.2529136696198013,1.8818086780684742
79.97935269844763,66.85678936599008
52.488934954758285,43.76583732822106
126.7045094789858,106.02403517933669
1.0741644150840242,1.4884341861814319
1.6301253655849406,0.9597111803708405
193.13681505835058,162.18030209824195
17.311748167199298,13.631535503338947
2.042366481137598,0.7725311517489712
114.86752128390107,97.03921086080834
0.15494364844885355,0.15588609344693993
0.013101509882573081,0.004043530646195004
1.3824576756915286,0.9006234325838913
84.51131540461927,71.33506709645592
1.1234696201062748,0.5287779698073305
118.92476773001917,100.04270946294464
52.77951039835272,45.07180605746124
45.753354730812454,38.7527678860182
287.9046408502363,244.08108305816114
0.5289042867054714,0.3161235695106239
16.97168077731936,13.707665670755595
0.9503711276626396,1.1724485553281796
147.88094686107812,123.85388939528696
63.49049143256225,53.45619855694553
3.375991423199328,2.172981343290656
1.6490966179289677,0.7061222145603603
12.570827128197704,11.814446875851932
205.44743726731443,172.22841375992928
99.66874962251748,83.42220963975697
1.3258021397148,0.7076550152188021
57.10530217516288,50.11774638529163
5.510809554698685,2.807242418555208
22.471957227924335,12.719592478901514
1.106078071179148,0.6210261733459219
9.585568573484327,7.418529513246408
110.00987036265744,91.97967039182916
18.081367961252337,13.611289127713327
0.22511881148064372,0.07025692048881149
38.852151449591446,29.22401191478496
120.14727369102785,100.5356040574197
2.595034021623165,1.3203774467184384
1.615075628946666,1.0046803155398418
6.674378508067379,4.902663164198889
83.90739732347845,70.10541394333421
3.8572454136970613,1.5453003607406388
62.209174686366886,52.19281072878027
3.1137062563991673,2.095961558450448
23.07374171199176,16.510195007111804
1.0057448299637977,1.53158071377824
136.3834265170989,113.69814642904296
244.01490196397407,205.95077998017186
1.2892299788075499,1.436220886085544
50.64933345600792,42.11579909014163
1.1026962937481808,1.6072795027809206
20.877888880621697,17.066792615071698
22.60995004075895,17.803157552228633
24.538047637934405,20.590728841147005
32.30868775922086,28.808668324582133
35.62681178722099,34.90640018532376
0.915746631512135,0.8747385440096802
9.243086644586956,4.8393058612376185
16.547125689525995,13.645252457494298
100.46860667671066,83.81763881392132
80.02142370737965,68.92493199947626
101.00975343028774,85.13221256564694
205.29263442272313,292.41598902363097
0.5872015461259363,0.08904486645188592
295.2754919952815,256.01554525954316
145.04656232946047,121.75330619531206
14.623463091592043,9.967019098498808
2.0538162767617303,1.4970140930176985
123.55104033084048,103.40904841033002
1.1795715755226932,1.3465213354694416
2.0503790749608783,1.7436094179610735
138.45346790667165,115.40403908007578
132.89902267757057,111.28815746367766
263.6989084241889,220.78623310155015
290.0188694708022,423.53975424013527
0.5575479769474334,0.3648183870418562
13.607190957538084,11.384204410814128
251.58056222236115,210.95337347383014
6.695196644873541,5.1157316850503465
19.54551294949307,16.517705617029485
111.62137669218919,93.18850837860516
7.875076417954537,5.76714959642651
21.210054082985376,14.805955853878622
144.96895001384604,120.63850338492516
9.988950705793227,7.255300967426711
0.04908546328989005,0.0031965421560393725
2.5659950619945415,1.2796936510305597
1.4524609306065557,0.6775912650251987
106.91421460606715,89.016231638794
61.94392042377485,51.558359728067146
10.009731912412427,5.744710625502359
0.9846749358175588,0.659237784309999
6.151692908210823,4.972573506384053
4.507702866548512,3.571617248696234
1.687387229821364,0.8194955006337552
50.513210965525616,43.52396934144185
6.358110729543243,2.505165061152462
266.59119374437586,257.72037707036145
1.6577570964274586,0.7902720201160589
160.40028362439568,134.03317688381634
12.703953175568948,9.437553769383735
23.949266946473603,17.12079545683852
188.6849687896818,157.9687222424634
20.725801884661763,13.451501220233189
1.6484272441705885,0.9778322445343135
0.9221458184382996,1.3371455329153976
126.01697567128751,105.54684953618693
6.8469391061970395,3.8461400127765994
9.598083997996229,6.63014272353124
133.8238640793464,112.00663082250894
221.0132309591658,214.57496707762726
3.0235594637934735,2.0366556487437775
5.240622990732407,4.337784583777482
1.3311379701340305,0.728448202428587
2.473257764121649,3.049898248897404
21.19755982030501,16.631194643560722
6.591338481566545,5.013955355335634
2.278051453683315,1.6403510702951576
1.0124725702660635,1.358675604525025
5.613992574439848,4.6354693633147175
80.82892496149864,67.50436777961423
