,Expt Date,20230918,20230918,20230918,20230918,20230918,20230918,20230918,20230918,20230918,20230918,20230918,20230918
,CNOT7,0.00E+00,0.00E+00,2.00E-06,2.00E-06,3.00E-06,3.00E-06,5.00E-06,5.00E-06,7.00E-06,7.00E-06,1.00E-05,1.00E-05
,CAPRIN1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
,RNA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
,DNA,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07
,Time Array,1,1,2,2,2,2,2,2,1,1,1,1
1,DD,555,511,910,745,801,826,880,836,535,525,561,513
1,DA,484,505,1014,740,745,737,747,739,464,467,477,461
1,AA,2619,2737,5923,3992,3901,3877,4114,3992,2519,2407,2481,2358
2,DD,513,491,951,861,918,974,1118,1048,675,648,741,687
2,DA,526,509,936,881,790,877,874,834,583,535,558,562
2,AA,2986,2827,5442,5314,4426,4981,4872,4571,3289,3046,3094,3196
3,DD,517,517,1263,1197,1405,1482,1847,1816,975,956,1201,1068
3,DA,555,555,1075,843,822,865,872,888,589,502,606,534
3,AA,3107,3107,6377,4621,4329,4511,4492,4675,3212,2667,3215,2758
4,DD,519,438,2048,1680,2104,2314,2936,2845,1432,1513,1965,1990
4,DA,547,466,954,920,935,948,1038,1036,665,598,671,643
4,AA,3085,2547,5019,4894,4706,4729,5025,4993,3603,3010,3281,3178
5,DD,533,481,2902,2560,3435,3424,4508,4306,2212,2356,2797,2715
5,DA,552,497,1094,995,1086,1057,1152,1123,701,689,755,742
5,AA,3055,2765,5461,4921,5151,4940,5153,4814,3280,3222,3467,3300
6,DD,515,478,3665,3159,4703,4394,5388,5227,2843,2753,3341,3115
6,DA,516,556,1203,1080,1192,1157,1287,1305,753,729,826,742
6,AA,2875,3186,6070,5445,5324,5338,5620,5733,3309,3306,3629,3156
7,DD,525,490,4678,3816,5068,4788,5692,5783,3145,3086,3373,3509
7,DA,586,516,1274,1134,1243,1251,1380,1250,827,805,788,800
7,AA,3219,2922,5744,5199,5428,5584,6037,5021,3855,3598,3433,3451
8,DD,521,496,4927,4569,5653,5363,5789,5685,3522,3548,3793,3567
8,DA,537,528,1303,1182,1396,1285,1340,1280,815,811,866,826
8,AA,2970,2964,6123,5239,6129,5413,5783,5513,3530,3338,3654,3538
9,DD,546,489,5535,5099,5679,5011,5664,5582,3457,3420,3710,3627
9,DA,584,608,1433,1213,1250,1251,1278,1310,854,844,890,878
9,AA,3248,3502,6373,5156,5176,5447,5444,5902,3834,3790,3939,3849
10,DD,513,495,5540,5129,5981,5522,5894,5643,3529,3404,3597,3420
10,DA,541,550,1351,1221,1346,1222,1340,1275,882,825,874,791
10,AA,3032,3240,6041,5257,5555,4964,5716,5209,4052,3636,4033,3400
11,DD,475,458,5588,3570,6055,5515,6085,5581,3484,3412,3417,2742
11,DA,548,528,1388,1207,1338,1243,1304,1221,812,807,826,831
11,AA,3112,3013,6078,5988,5504,5089,5295,5045,3453,3485,3630,3627
12,DD,512,452,5480,5194,5975,5472,5873,5579,3409,2588,3632,3541
12,DA,581,535,1338,1186,1336,1248,1313,1273,878,633,924,840
12,AA,3258,3104,5777,4952,5647,5496,5359,5369,3978,3241,4151,3642
13,DD,483,496,5606,4295,5359,5297,5795,5575,3227,3269,3299,3432
13,DA,546,569,1433,1325,1128,1267,1304,1298,757,797,790,809
13,AA,3166,3273,6459,6590,4520,5661,5537,5542,3415,3572,3400,3386
14,DD,548,463,4999,5456,6021,5675,5539,5795,3101,2861,2860,3487
14,DA,552,528,1459,1281,1340,1295,1302,1299,789,819,855,862
14,AA,3070,3080,7081,5549,5614,5402,5626,5456,3729,3659,3776,3693
15,DD,0,0,5543,5046,5277,5725,5785,5816,3259,3499,3286,3511
15,DA,0,0,1520,1348,1210,1334,1269,1430,737,849,756,813
15,AA,0,0,7272,6294,5191,5657,5348,6219,3182,3739,3232,3491
16,DD,676,589,5511,5701,6124,6020,5996,6093,3401,3701,3726,3819
16,DA,585,563,1417,1403,1377,1362,1425,1338,821,824,842,861
16,AA,3244,3298,6520,6296,5848,5642,6121,5484,3711,3531,3600,3597
