Number,Time,FRET,Error,Enzyme,Replicate,RNA
150,2672.998,0.061573238,0,7.00E-06,1,1.00E-07
151,2931.63,0.056753649,0,7.00E-06,1,1.00E-07
152,2931.63,0.059747603,0,7.00E-06,1,1.00E-07
153,3190.262,0.041322532,0,7.00E-06,1,1.00E-07
154,3190.262,0.055546263,0,7.00E-06,1,1.00E-07
155,3448.894,0.068106689,0,7.00E-06,1,1.00E-07
156,3448.894,0.043992266,0,7.00E-06,1,1.00E-07
157,3707.526,0.057962656,0,7.00E-06,1,1.00E-07
158,3707.526,0.043803202,0,7.00E-06,1,1.00E-07
159,3966.158,0.065278002,0,7.00E-06,1,1.00E-07
160,3966.158,0.038682147,0,7.00E-06,1,1.00E-07
161,0,0.956403538,0,0,1,2.50E-07
162,0,1,0,0,1,2.50E-07
163,525.31,0.847801448,0,0,1,2.50E-07
164,525.31,0.837518056,0,0,1,2.50E-07
165,964.556,0.827355539,0,0,1,2.50E-07
166,964.556,0.812943242,0,0,1,2.50E-07
167,1403.802,0.755274367,0,0,1,2.50E-07
168,1403.802,0.872414588,0,0,1,2.50E-07
169,1843.048,0.856037796,0,0,1,2.50E-07
170,1843.048,0.837728224,0,0,1,2.50E-07
171,2282.294,0.849288421,0,0,1,2.50E-07
172,2282.294,0.820299728,0,0,1,2.50E-07
173,2721.54,0.864507311,0,0,1,2.50E-07
174,2721.54,0.867859827,0,0,1,2.50E-07
175,3160.786,0.902921037,0,0,1,2.50E-07
176,3160.786,0.819607467,0,0,1,2.50E-07
177,3600.032,0.883611068,0,0,1,2.50E-07
178,3600.032,0.852324767,0,0,1,2.50E-07
179,4039.278,0.910997394,0,0,1,2.50E-07
180,4039.278,0.842272,0,0,1,2.50E-07
181,4478.524,0.879037186,0,0,1,2.50E-07
182,4478.524,0.893258284,0,0,1,2.50E-07
183,4917.77,0.894648103,0,0,1,2.50E-07
184,4917.77,0.753810449,0,0,1,2.50E-07
185,0,0.97537846,0,1.00E-07,1,2.50E-07
186,0,0.970274444,0,1.00E-07,1,2.50E-07
187,525.31,0.706125126,0,1.00E-07,1,2.50E-07
188,525.31,0.817478449,0,1.00E-07,1,2.50E-07
189,964.556,0.66828548,0,1.00E-07,1,2.50E-07
190,964.556,0.752778137,0,1.00E-07,1,2.50E-07
191,1403.802,0.70126252,0,1.00E-07,1,2.50E-07
192,1403.802,0.804813544,0,1.00E-07,1,2.50E-07
