,Expt Date,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920,20230920
,CNOT7,0.00E+00,0.00E+00,2.00E-06,2.00E-06,3.00E-06,3.00E-06,5.00E-06,5.00E-06,7.00E-06,7.00E-06,1.00E-05,1.00E-05
,CAPRIN1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
,RNA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07
,DNA,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07,5.00E-07
,Time Array,1,1,2,2,2,2,2,2,1,1,1,1
1,DD,596,712,715,721,671,768,684,745,720,715,761,739
1,DA,691,678,806,760,718,792,699,766,851,723,738,712
1,AA,4107,3514,4607,4216,3985,4390,3790,4198,4864,3777,3817,3616
2,DD,636,909,705,692,726,701,734,729,670,699,715,736
2,DA,718,907,840,869,859,890,752,914,722,830,814,708
2,AA,4049,5210,4956,4954,4916,5324,4141,5415,3882,4527,4597,3600
3,DD,683,825,659,656,752,686,756,819,723,669,692,799
3,DA,772,1002,782,820,844,804,769,893,846,739,760,752
3,AA,4215,5931,4503,4722,4845,4669,4406,5233,4928,4224,4574,4186
4,DD,672,713,703,648,792,813,1156,1181,883,822,1502,1393
4,DA,740,877,944,860,848,902,875,913,825,822,933,833
4,AA,3922,5078,5784,5181,5084,5458,5014,5270,4617,4709,5179,4420
5,DD,699,722,714,752,1548,1569,1821,2077,1317,1241,2859,2661
5,DA,795,933,878,928,969,999,1084,978,885,873,1124,1080
5,AA,4427,5556,5301,5571,5467,5781,6376,5192,4777,4878,5727,5592
6,DD,681,740,900,858,2446,2422,2983,2965,2049,2153,4161,4115
6,DA,813,971,911,876,980,965,1083,1098,874,1100,1188,1146
6,AA,4518,5857,5396,5140,5011,4938,5429,5503,4473,5847,5513,5215
7,DD,729,795,757,795,920,1552,4451,4778,2739,2730,4916,4852
7,DA,835,1002,948,889,734,931,1330,1251,1061,1023,1313,1207
7,AA,4659,6074,5885,5170,4445,5179,6407,5603,5506,5223,5845,5106
8,DD,710,709,882,853,2243,2187,5123,4723,3371,3850,5601,4944
8,DA,879,894,937,944,1161,1068,1339,1349,1004,1146,1409,1347
8,AA,5023,5313,5635,5653,6734,5915,6015,6418,4791,5469,6142,6251
9,DD,757,722,1253,1159,1985,2139,5139,5334,4673,4471,5374,5299
9,DA,944,868,1044,908,1073,1042,1284,1297,1311,1225,1348,1247
9,AA,5378,5029,6335,5144,6177,5668,5692,5762,6038,5533,6079,5279
10,DD,690,752,1450,1353,2455,2585,5455,5043,4878,4733,5708,5525
10,DA,842,951,1058,960,1024,981,1344,1305,1216,1181,1366,1276
10,AA,4796,5855,6417,5511,5471,5027,6030,5963,5283,5221,5984,5198
11,DD,816,839,1315,1512,2600,2356,4717,5020,4983,4637,5500,5236
11,DA,985,1022,949,985,1064,1021,1360,1236,1432,1310,1332,1253
11,AA,5451,6072,5526,5602,5615,5396,6503,5380,6665,6276,5774,5301
12,DD,708,705,1813,1682,2983,2782,5246,4903,5177,5036,5285,5311
12,DA,893,947,1068,1005,1210,1080,1270,1278,1234,1240,1414,1260
12,AA,5067,5432,6007,5608,6499,5730,5673,5871,5197,5432,6612,5491
13,DD,778,765,1308,1303,2862,2975,4563,4826,5588,5224,5287,5014
13,DA,924,900,967,947,1104,1116,1307,1373,1329,1244,1281,1354
13,AA,5327,5330,5580,5474,5804,5930,6368,6683,5856,5327,5665,6493
14,DD,857,789,1560,1544,3708,3484,5503,5347,5294,5289,5716,5525
14,DA,1002,959,940,1091,1374,1179,1317,1376,1389,1318,1362,1300
14,AA,5866,5762,5368,6391,7290,5807,5598,6147,6308,5939,5841,5592
15,DD,878,803,1705,1471,3899,3958,5501,4232,5116,5279,5615,5440
15,DA,956,937,1188,938,1238,1172,1355,1190,1561,1266,1413,1420
15,AA,5388,5575,6923,5392,6145,5471,5836,5891,7976,5497,6383,6464
16,DD,927,910,2186,1984,4206,4206,5446,5661,5374,5682,5849,5687
16,DA,1003,1011,1205,1230,1256,1256,1420,1475,1554,1323,1414,1495
16,AA,5892,5922,7127,7169,5929,5929,6354,6630,7747,5588,6193,6647
